brokered_by,status,price,bed,bath,acre_lot,street,city,state,zip_code,house_size,prev_sold_date,city_encoded,state_encoded
10580.0,for_sale,399900.0,4.0,3.0,1.82,1620035.0,Tolland,Connecticut,6084.0,2664.0,2001-06-26,99,3
107951.0,for_sale,1590000.0,5.0,7.0,2.61,496911.0,Glastonbury,Connecticut,6033.0,6053.0,2013-12-18,104,3
22611.0,for_sale,289900.0,3.0,2.0,0.39,1530806.0,Manchester,Connecticut,6042.0,1770.0,2018-04-16,35,3
10580.0,for_sale,329900.0,4.0,3.0,1.23,1258660.0,Tolland,Connecticut,6084.0,1400.0,2013-04-22,99,3
22611.0,for_sale,398000.0,5.0,4.0,0.97,1698143.0,Windsor,Connecticut,6095.0,2116.0,2006-05-10,74,3
107964.0,for_sale,279900.0,6.0,3.0,0.29,765648.0,Manchester,Connecticut,6040.0,2808.0,1987-01-13,35,3
10555.0,for_sale,285000.0,3.0,2.0,0.26,596434.0,Ellington,Connecticut,6029.0,1482.0,2008-12-04,32,3
58402.0,for_sale,574900.0,4.0,3.0,2.59,1691628.0,Coventry,Connecticut,6238.0,2654.0,2020-09-15,28,3
53016.0,for_sale,299900.0,4.0,2.0,0.57,1815477.0,Vernon,Connecticut,6066.0,1563.0,2014-10-01,30,3
107951.0,for_sale,234000.0,4.0,1.0,0.52,893646.0,Marlborough,Connecticut,6447.0,1536.0,2007-06-28,108,3
22611.0,for_sale,399900.0,4.0,3.0,0.78,342682.0,Vernon,Connecticut,6066.0,2102.0,1992-10-13,30,3
22611.0,for_sale,399900.0,3.0,3.0,1.01,200853.0,Coventry,Connecticut,6238.0,2161.0,2021-04-01,28,3
106613.0,for_sale,370000.0,4.0,4.0,0.51,1609501.0,South Windsor,Connecticut,6074.0,2538.0,2004-06-21,101,3
22611.0,for_sale,499900.0,5.0,3.0,1.7,1826966.0,South Windsor,Connecticut,6074.0,3400.0,2009-04-27,101,3
105067.0,for_sale,269900.0,4.0,2.0,0.32,1508199.0,East Hartford,Connecticut,6118.0,1576.0,2018-01-19,103,3
51868.0,for_sale,349900.0,3.0,3.0,0.98,1568371.0,Somers,Connecticut,6071.0,1404.0,2019-07-09,98,3
90615.0,for_sale,289000.0,3.0,2.0,0.62,737208.0,South Windsor,Connecticut,6074.0,1092.0,2012-08-01,101,3
33714.0,for_sale,399000.0,4.0,3.0,0.77,14356.0,Vernon,Connecticut,6066.0,2663.0,2015-05-26,30,3
84.0,for_sale,259900.0,2.0,2.0,0.56,975321.0,Athol,Massachusetts,1331.0,1296.0,2003-06-23,26,2
33503.0,for_sale,365000.0,3.0,4.0,1.26,1354465.0,Marlborough,Connecticut,6447.0,1656.0,2020-07-13,108,3
10554.0,for_sale,199900.0,1.0,1.0,1.51,782766.0,Coventry,Connecticut,6238.0,928.0,2020-12-14,28,3
10554.0,for_sale,950000.0,5.0,6.0,5.06,1633422.0,Glastonbury,Connecticut,6033.0,3390.0,2004-08-31,104,3
10555.0,for_sale,329900.0,3.0,2.0,1.0,36157.0,Marlborough,Connecticut,6447.0,1236.0,2007-02-20,108,3
86796.0,for_sale,249000.0,3.0,2.0,0.3,563570.0,Manchester,Connecticut,6042.0,1120.0,1990-08-17,35,3
91623.0,for_sale,270000.0,3.0,1.0,0.72,308475.0,Tolland,Connecticut,6084.0,1188.0,2018-09-26,99,3
91945.0,for_sale,450000.0,3.0,3.0,2.97,574069.0,Tolland,Connecticut,6084.0,2886.0,2020-09-01,99,3
28249.0,for_sale,314900.0,4.0,4.0,0.22,413099.0,Athol,Massachusetts,1331.0,2954.0,2007-02-14,26,2
10582.0,for_sale,300000.0,3.0,2.0,1.08,58667.0,Hebron,Connecticut,6248.0,1478.0,2017-10-26,100,3
15017.0,for_sale,189900.0,2.0,1.0,0.45,349962.0,Somers,Connecticut,6071.0,846.0,2013-09-17,98,3
22611.0,for_sale,340000.0,3.0,1.0,1.15,1428573.0,Columbia,Connecticut,6237.0,1827.0,2017-12-04,105,3
22611.0,for_sale,379900.0,3.0,2.0,1.04,1010641.0,Tolland,Connecticut,6084.0,1896.0,2007-10-10,99,3
22611.0,for_sale,214900.0,3.0,2.0,0.16,1521416.0,East Windsor,Connecticut,6016.0,1320.0,2021-04-06,29,3
107951.0,for_sale,189900.0,2.0,1.0,0.14,212983.0,Manchester,Connecticut,6040.0,1030.0,2020-06-02,35,3
86796.0,for_sale,289000.0,3.0,2.0,3.04,1242707.0,Tolland,Connecticut,6084.0,1120.0,2017-03-16,99,3
30125.0,for_sale,329900.0,3.0,2.0,1.35,1826737.0,Ellington,Connecticut,6029.0,1612.0,2012-03-20,32,3
33714.0,for_sale,335000.0,3.0,2.0,0.86,93946.0,Marlborough,Connecticut,6447.0,1400.0,2020-09-28,108,3
18229.0,for_sale,400000.0,4.0,3.0,1.33,1122115.0,Glastonbury,Connecticut,6033.0,1376.0,2017-08-01,104,3
83455.0,for_sale,174000.0,3.0,1.0,0.23,453381.0,Coventry,Connecticut,6238.0,1258.0,2018-10-02,28,3
107951.0,for_sale,299900.0,3.0,3.0,0.35,867582.0,Glastonbury,Connecticut,6033.0,1296.0,1998-08-31,104,3
107951.0,for_sale,260000.0,5.0,3.0,0.65,16432.0,Vernon,Connecticut,6066.0,1867.0,2002-07-29,30,3
10572.0,for_sale,274900.0,4.0,2.0,1.45,1033075.0,Vernon,Connecticut,6066.0,1772.0,2018-05-09,30,3
33503.0,for_sale,224900.0,2.0,3.0,0.26,819500.0,Manchester,Connecticut,6042.0,1229.0,2013-08-28,35,3
107951.0,for_sale,999900.0,5.0,4.0,5.54,1815317.0,Glastonbury,Connecticut,6033.0,5503.0,2006-09-18,104,3
3357.0,for_sale,469900.0,3.0,2.0,0.94,561002.0,Ellington,Connecticut,6029.0,1939.0,2021-06-16,32,3
15017.0,for_sale,549900.0,4.0,4.0,2.58,1053383.0,Vernon,Connecticut,6066.0,3072.0,2019-10-07,30,3
25991.0,for_sale,340000.0,3.0,3.0,0.79,1668507.0,Ellington,Connecticut,6029.0,2081.0,1991-08-02,32,3
81777.0,for_sale,369900.0,3.0,3.0,0.48,173738.0,South Windsor,Connecticut,6074.0,1872.0,2020-06-17,101,3
33714.0,for_sale,329900.0,3.0,2.0,1.37,1487102.0,Manchester,Connecticut,6040.0,1526.0,2017-09-25,35,3
22611.0,for_sale,259500.0,3.0,2.0,0.49,1686357.0,Manchester,Connecticut,6042.0,2304.0,2008-03-18,35,3
88173.0,for_sale,199900.0,3.0,1.0,0.32,332310.0,Vernon,Connecticut,6066.0,1132.0,2003-08-22,30,3
23870.0,for_sale,699900.0,4.0,3.0,2.2,1808538.0,Somers,Connecticut,6071.0,4223.0,1998-03-19,98,3
10555.0,for_sale,224900.0,4.0,2.0,0.23,1628052.0,East Hartford,Connecticut,6108.0,1529.0,2001-11-05,103,3
35644.0,for_sale,299000.0,3.0,3.0,1.48,221921.0,Andover,Connecticut,6232.0,1124.0,2021-09-13,111,3
78477.0,for_sale,285000.0,4.0,4.0,4.19,212956.0,Stafford,Connecticut,6076.0,2166.0,2003-10-23,34,3
107951.0,for_sale,319900.0,4.0,2.0,0.36,694947.0,Bolton,Connecticut,6043.0,2208.0,2020-07-13,102,3
81777.0,for_sale,279900.0,3.0,3.0,0.43,985271.0,Vernon,Connecticut,6066.0,1471.0,2016-05-26,30,3
8147.0,for_sale,224500.0,2.0,2.0,0.34,1667629.0,Tolland,Connecticut,6084.0,960.0,2009-04-30,99,3
10585.0,for_sale,444900.0,4.0,4.0,0.57,901095.0,Glastonbury,Connecticut,6033.0,1920.0,2021-04-29,104,3
51868.0,for_sale,274900.0,3.0,2.0,0.46,1080167.0,Bolton,Connecticut,6042.0,1426.0,2019-07-18,102,3
104449.0,for_sale,170000.0,3.0,2.0,1.34,654152.0,Willington,Connecticut,6279.0,960.0,2015-05-01,113,3
81669.0,for_sale,477000.0,4.0,2.0,3.5,1645070.0,Royalston,Massachusetts,1368.0,3200.0,1996-02-16,114,2
6450.0,for_sale,200000.0,2.0,1.0,1.09,1109430.0,Stafford,Connecticut,6076.0,1106.0,2010-07-29,34,3
33714.0,for_sale,209000.0,3.0,2.0,0.17,329831.0,Manchester,Connecticut,6040.0,1319.0,1987-11-12,35,3
56419.0,for_sale,499900.0,3.0,3.0,3.04,296183.0,Templeton,Massachusetts,1468.0,1632.0,1998-05-15,112,2
107951.0,for_sale,349900.0,3.0,2.0,1.26,986191.0,Marlborough,Connecticut,6447.0,1286.0,1993-07-29,108,3
10582.0,for_sale,299900.0,3.0,3.0,6.23,1561232.0,Coventry,Connecticut,6238.0,1531.0,2021-04-28,28,3
30125.0,for_sale,312000.0,3.0,3.0,1.04,1452317.0,Tolland,Connecticut,6084.0,1924.0,2002-06-10,99,3
33714.0,for_sale,229000.0,4.0,2.0,0.14,561748.0,East Hartford,Connecticut,6108.0,1606.0,2021-04-05,103,3
23676.0,for_sale,225000.0,5.0,3.0,0.24,158043.0,Athol,Massachusetts,1331.0,2314.0,2008-11-05,26,2
81254.0,for_sale,229900.0,4.0,2.0,0.96,1486102.0,Stafford,Connecticut,6076.0,1426.0,2020-08-06,34,3
3357.0,for_sale,334000.0,3.0,2.0,0.8,561677.0,Andover,Connecticut,6232.0,996.0,2005-03-01,111,3
82008.0,for_sale,439000.0,3.0,2.0,0.66,1760323.0,South Windsor,Connecticut,6074.0,2313.0,2004-07-08,101,3
58238.0,for_sale,239900.0,2.0,1.0,1.99,1027181.0,Coventry,Connecticut,6238.0,1120.0,1996-05-31,28,3
30125.0,for_sale,349900.0,3.0,2.0,1.52,893489.0,Coventry,Connecticut,6238.0,1600.0,2019-12-31,28,3
18229.0,for_sale,349900.0,3.0,2.0,0.68,1606646.0,South Windsor,Connecticut,6074.0,1600.0,2012-06-08,101,3
108004.0,for_sale,499900.0,6.0,5.0,0.31,1353570.0,Manchester,Connecticut,6040.0,4048.0,2006-07-06,35,3
51868.0,for_sale,719000.0,4.0,4.0,0.9,891298.0,South Windsor,Connecticut,6074.0,3520.0,1988-07-01,101,3
33714.0,for_sale,365000.0,6.0,4.0,0.14,600292.0,Manchester,Connecticut,6040.0,2176.0,1989-05-19,35,3
98733.0,for_sale,269900.0,3.0,3.0,0.17,1437292.0,Warren,Massachusetts,1092.0,1400.0,2021-06-16,115,2
91945.0,for_sale,319900.0,4.0,3.0,1.25,453587.0,Marlborough,Connecticut,6447.0,2124.0,2000-06-29,108,3
63737.0,for_sale,340000.0,4.0,2.0,2.57,1285659.0,Willington,Connecticut,6279.0,1646.0,2019-06-24,113,3
22611.0,for_sale,279900.0,3.0,2.0,3.02,605218.0,Tolland,Connecticut,6084.0,1735.0,1994-01-18,99,3
30125.0,for_sale,294900.0,3.0,2.0,1.45,1127301.0,Coventry,Connecticut,6238.0,1414.0,2002-10-31,28,3
15017.0,for_sale,294900.0,2.0,1.0,0.31,1053299.0,Vernon,Connecticut,6066.0,1780.0,2005-03-16,30,3
10580.0,for_sale,449900.0,4.0,3.0,1.14,1136642.0,Tolland,Connecticut,6084.0,2290.0,1996-11-01,99,3
51868.0,for_sale,499900.0,4.0,3.0,1.58,1629591.0,Tolland,Connecticut,6084.0,2724.0,2015-05-28,99,3
51868.0,for_sale,299900.0,3.0,2.0,0.23,771150.0,Coventry,Connecticut,6238.0,1748.0,2010-04-14,28,3
44716.0,for_sale,389000.0,3.0,2.0,0.4,366395.0,South Windsor,Connecticut,6074.0,1860.0,2007-07-24,101,3
33714.0,for_sale,189900.0,2.0,1.0,0.14,1009880.0,Manchester,Connecticut,6042.0,725.0,2017-08-04,35,3
37775.0,for_sale,695000.0,4.0,4.0,0.96,113184.0,Ellington,Connecticut,6029.0,3127.0,2016-11-14,32,3
81669.0,for_sale,289000.0,8.0,2.0,0.1,112904.0,West Brookfield,Massachusetts,1585.0,2332.0,2006-01-31,83,2
77286.0,for_sale,299000.0,5.0,2.0,0.68,1213829.0,Athol,Massachusetts,1331.0,2294.0,1985-10-01,26,2
78217.0,for_sale,949000.0,6.0,3.0,8.11,600721.0,Phillipston,Massachusetts,1331.0,4197.0,2004-05-12,116,2
30125.0,for_sale,350000.0,4.0,3.0,1.0,1016146.0,Tolland,Connecticut,6084.0,2192.0,2019-04-08,99,3
106613.0,for_sale,474500.0,4.0,4.0,0.79,651897.0,Manchester,Connecticut,6040.0,2722.0,2000-05-10,35,3
33503.0,for_sale,359900.0,4.0,3.0,0.68,1428243.0,Vernon,Connecticut,6066.0,2090.0,2020-07-24,30,3
45186.0,for_sale,249900.0,2.0,1.0,0.21,732057.0,Athol,Massachusetts,1331.0,988.0,2003-09-26,26,2
47251.0,for_sale,329900.0,3.0,3.0,0.36,330380.0,East Hartford,Connecticut,6118.0,1274.0,2021-10-15,103,3
22611.0,for_sale,379900.0,3.0,2.0,3.2,1547097.0,Coventry,Connecticut,6238.0,1730.0,2021-10-13,28,3
37893.0,for_sale,469999.0,3.0,3.0,1.4,1053093.0,East Windsor,Connecticut,6016.0,2028.0,2019-10-15,29,3
80325.0,for_sale,660000.0,4.0,3.0,2.34,1105196.0,Suffield,Connecticut,6078.0,2955.0,2004-07-12,59,3
53016.0,for_sale,200000.0,3.0,1.0,0.35,892895.0,Windsor Locks,Connecticut,6096.0,1344.0,2000-06-01,62,3
82008.0,for_sale,439000.0,3.0,3.0,0.9,1354345.0,Windsor,Connecticut,6095.0,2455.0,2020-09-15,74,3
22611.0,for_sale,387000.0,3.0,2.0,1.2,1345936.0,Suffield,Connecticut,6078.0,1589.0,2005-10-13,59,3
33592.0,for_sale,285000.0,2.0,1.0,0.44,99017.0,East Brookfield,Massachusetts,1515.0,1200.0,2005-11-03,117,2
84.0,for_sale,379999.0,3.0,2.0,0.67,151228.0,Auburn,Massachusetts,1501.0,1700.0,2003-08-18,118,2
90712.0,for_sale,389000.0,4.0,3.0,0.23,765618.0,Pittsfield,Massachusetts,1201.0,1920.0,1982-12-01,51,2
7877.0,for_sale,515000.0,6.0,3.0,2.56,1213901.0,Vernon,Vermont,5354.0,3108.0,2010-10-26,30,5
16607.0,for_sale,369000.0,6.0,4.0,8.53,662517.0,Colrain,Massachusetts,1340.0,4280.0,2005-03-15,119,2
93408.0,for_sale,152500.0,7.0,2.0,0.2,1560814.0,Readsboro,Vermont,5350.0,2912.0,2020-07-02,120,5
4564.0,for_sale,1075000.0,5.0,5.0,48.0,1040473.0,Stamford,Vermont,5352.0,5767.0,2006-04-14,121,5
27439.0,for_sale,239000.0,2.0,2.0,8.7,1087489.0,Readsboro,Vermont,5350.0,1252.0,2019-06-24,120,5
53310.0,for_sale,75000.0,4.0,2.0,0.32,1447835.0,Colrain,Massachusetts,1340.0,3780.0,1998-12-11,119,2
53570.0,for_sale,139900.0,2.0,1.0,0.1,1309915.0,Rutland,Massachusetts,1543.0,824.0,2007-07-23,122,2
51882.0,for_sale,230000.0,7.0,3.0,0.08,1192735.0,Spencer,Massachusetts,1562.0,2400.0,2001-05-10,123,2
53570.0,for_sale,215000.0,2.0,1.0,0.19,1417813.0,Templeton,Massachusetts,1468.0,609.0,2006-08-10,112,2
50732.0,for_sale,349000.0,6.0,3.0,0.12,509132.0,Gardner,Massachusetts,1440.0,4155.0,2000-12-08,124,2
986.0,for_sale,1495000.0,15.0,9.0,0.19,966374.0,Worcester,Massachusetts,1604.0,14532.0,2004-04-27,125,2
22799.0,for_sale,290000.0,2.0,1.0,1.05,919872.0,Charlton,Massachusetts,1507.0,1768.0,2005-08-30,126,2
30188.0,for_sale,950000.0,4.0,5.0,1.44,916329.0,Spencer,Massachusetts,1562.0,4701.0,2001-07-17,123,2
94171.0,for_sale,448999.0,4.0,2.0,0.23,696026.0,Worcester,Massachusetts,1602.0,2016.0,1999-09-24,125,2
57226.0,for_sale,779800.0,3.0,3.0,10.88,898333.0,Auburn,Massachusetts,1501.0,2498.0,2002-03-15,118,2
99031.0,for_sale,465000.0,3.0,2.0,1.38,447092.0,Oxford,Massachusetts,1540.0,1568.0,1992-06-30,127,2
30188.0,for_sale,214200.0,3.0,2.0,0.12,430114.0,Worcester,Massachusetts,1604.0,1225.0,2006-08-29,125,2
53268.0,for_sale,495000.0,4.0,3.0,1.08,10506.0,Millbury,Massachusetts,1527.0,2771.0,2005-01-31,128,2
24027.0,for_sale,600000.0,4.0,2.0,1.84,365586.0,Sutton,Massachusetts,1590.0,3590.0,1987-09-01,129,2
35262.0,for_sale,310000.0,3.0,2.0,0.05,916026.0,Worcester,Massachusetts,1610.0,1568.0,2009-11-16,125,2
51882.0,for_sale,320000.0,9.0,2.0,0.3,1052718.0,Spencer,Massachusetts,1562.0,2634.0,1998-08-31,123,2
100337.0,for_sale,349000.0,5.0,2.0,0.07,236066.0,Worcester,Massachusetts,1605.0,2074.0,2007-08-10,125,2
109914.0,for_sale,399000.0,7.0,3.0,0.4,807678.0,Spencer,Massachusetts,1562.0,4208.0,2005-08-19,123,2
84533.0,for_sale,374900.0,3.0,2.0,0.29,1395903.0,Worcester,Massachusetts,1603.0,1575.0,2008-03-07,125,2
109914.0,for_sale,289000.0,3.0,1.0,0.23,1285114.0,Worcester,Massachusetts,1605.0,1036.0,2005-06-07,125,2
38518.0,for_sale,799900.0,3.0,4.0,2.01,1089560.0,Spencer,Massachusetts,1562.0,3468.0,2002-10-08,123,2
17718.0,for_sale,420000.0,3.0,2.0,1.4,1122812.0,Auburn,Massachusetts,1501.0,1664.0,1999-06-23,118,2
50732.0,for_sale,399000.0,8.0,2.0,0.69,1260547.0,Gardner,Massachusetts,1440.0,2300.0,1994-06-03,124,2
56419.0,for_sale,260000.0,3.0,1.0,0.09,1566555.0,Worcester,Massachusetts,1610.0,1235.0,2005-09-08,125,2
94173.0,for_sale,499000.0,3.0,3.0,0.19,1451969.0,Worcester,Massachusetts,1606.0,1804.0,2005-11-30,125,2
41299.0,for_sale,394900.0,4.0,2.0,0.15,733501.0,Worcester,Massachusetts,1602.0,1500.0,2007-06-18,125,2
78217.0,for_sale,350000.0,3.0,2.0,0.21,1793889.0,Worcester,Massachusetts,1602.0,1712.0,1990-12-07,125,2
11325.0,for_sale,524900.0,8.0,4.0,0.1,438130.0,Worcester,Massachusetts,1610.0,3678.0,1993-03-08,125,2
22728.0,for_sale,444900.0,4.0,2.0,0.11,1757538.0,Worcester,Massachusetts,1605.0,1976.0,1995-02-01,125,2
77109.0,for_sale,390000.0,4.0,3.0,0.18,268751.0,Worcester,Massachusetts,1606.0,1440.0,1998-04-03,125,2
18925.0,for_sale,197500.0,3.0,2.0,0.13,524316.0,Spencer,Massachusetts,1562.0,1872.0,2008-07-24,123,2
38467.0,for_sale,565000.0,4.0,3.0,1.32,259898.0,Sturbridge,Massachusetts,1566.0,2208.0,2007-02-27,130,2
84533.0,for_sale,399000.0,4.0,3.0,0.36,1417019.0,Worcester,Massachusetts,1602.0,2133.0,2003-07-01,125,2
62227.0,for_sale,749000.0,4.0,3.0,2.41,517306.0,Sutton,Massachusetts,1590.0,3480.0,2001-04-27,129,2
22799.0,for_sale,650000.0,3.0,2.0,0.54,1121782.0,Worcester,Massachusetts,1607.0,1536.0,2006-12-14,125,2
63492.0,for_sale,249900.0,4.0,1.0,0.12,821017.0,Worcester,Massachusetts,1607.0,1248.0,2003-02-14,125,2
33714.0,for_sale,640000.0,7.0,3.0,0.37,490871.0,Worcester,Massachusetts,1605.0,2320.0,1999-11-01,125,2
72480.0,for_sale,389900.0,3.0,2.0,0.15,197347.0,Worcester,Massachusetts,1604.0,1745.0,2009-11-04,125,2
81894.0,for_sale,449900.0,3.0,3.0,0.05,985392.0,Worcester,Massachusetts,1604.0,1824.0,2007-07-10,125,2
99146.0,for_sale,169900.0,3.0,1.0,0.53,916089.0,Grafton,Massachusetts,1560.0,800.0,2019-04-18,131,2
22696.0,for_sale,379000.0,3.0,2.0,1.19,581520.0,Templeton,Massachusetts,1468.0,1940.0,2010-10-06,112,2
56419.0,for_sale,209900.0,3.0,1.0,0.18,523025.0,Auburn,Massachusetts,1501.0,840.0,1999-08-24,118,2
65839.0,for_sale,99000.0,2.0,1.0,0.09,1088212.0,Gardner,Massachusetts,1440.0,663.0,1995-08-10,124,2
22799.0,for_sale,359900.0,3.0,1.0,0.53,1516970.0,Holden,Massachusetts,1520.0,1198.0,1996-10-24,132,2
77286.0,for_sale,324900.0,3.0,2.0,0.46,118948.0,Gardner,Massachusetts,1440.0,1436.0,1988-01-28,124,2
30188.0,for_sale,950000.0,3.0,4.0,1.06,1310774.0,Spencer,Massachusetts,1562.0,4600.0,1992-12-01,123,2
73129.0,for_sale,399900.0,4.0,2.0,0.23,198481.0,Worcester,Massachusetts,1604.0,1768.0,2004-07-01,125,2
78486.0,for_sale,525000.0,4.0,3.0,0.51,601105.0,Worcester,Massachusetts,1609.0,3040.0,1996-08-26,125,2
83150.0,for_sale,259000.0,2.0,1.0,0.13,1308988.0,Worcester,Massachusetts,1602.0,1345.0,2000-02-16,125,2
68499.0,for_sale,550000.0,9.0,3.0,0.34,427259.0,Auburn,Massachusetts,1501.0,3882.0,2007-01-16,118,2
30188.0,for_sale,300000.0,3.0,1.0,0.52,1071288.0,Auburn,Massachusetts,1501.0,1158.0,1999-09-08,118,2
30188.0,for_sale,315000.0,3.0,1.0,0.21,848421.0,Leicester,Massachusetts,1524.0,960.0,2004-05-27,133,2
32246.0,for_sale,629900.0,9.0,3.0,0.16,732106.0,Worcester,Massachusetts,1610.0,4077.0,2000-05-11,125,2
30189.0,for_sale,549000.0,3.0,3.0,0.29,870108.0,Worcester,Massachusetts,1609.0,2080.0,2007-03-07,125,2
56419.0,for_sale,349900.0,2.0,1.0,0.34,13673.0,Auburn,Massachusetts,1501.0,1075.0,1999-06-07,118,2
109914.0,for_sale,499000.0,12.0,2.0,0.14,1758341.0,Worcester,Massachusetts,1605.0,3160.0,2007-02-08,125,2
22799.0,for_sale,299000.0,3.0,2.0,0.12,1272786.0,Worcester,Massachusetts,1604.0,1332.0,2000-09-11,125,2
94171.0,for_sale,274865.0,3.0,2.0,0.16,1089279.0,Worcester,Massachusetts,1604.0,1151.0,2001-08-29,125,2
3357.0,for_sale,180000.0,3.0,2.0,0.86,166318.0,Spencer,Massachusetts,1562.0,1521.0,2003-01-07,123,2
16293.0,for_sale,299900.0,3.0,3.0,0.1,1138535.0,Worcester,Massachusetts,1604.0,2094.0,1992-12-29,125,2
51882.0,for_sale,210000.0,4.0,2.0,0.07,871053.0,Spencer,Massachusetts,1562.0,1632.0,1995-06-21,123,2
78508.0,for_sale,399900.0,3.0,2.0,0.23,329553.0,Holden,Massachusetts,1520.0,1125.0,1988-09-30,132,2
63451.0,for_sale,748000.0,4.0,3.0,2.42,1142330.0,Spencer,Massachusetts,1562.0,2416.0,2006-01-19,123,2
56419.0,for_sale,394999.0,3.0,2.0,0.69,1406812.0,Worcester,Massachusetts,1609.0,1243.0,1995-03-23,125,2
81669.0,for_sale,329000.0,4.0,2.0,0.2,388373.0,Worcester,Massachusetts,1604.0,1208.0,2009-10-19,125,2
16293.0,for_sale,400000.0,6.0,2.0,0.63,613409.0,Oxford,Massachusetts,1540.0,1684.0,2009-09-09,127,2
33714.0,for_sale,450000.0,6.0,3.0,0.06,1137972.0,Worcester,Massachusetts,1603.0,3075.0,2017-08-01,125,2
107943.0,for_sale,575000.0,5.0,3.0,0.46,263734.0,Holden,Massachusetts,1520.0,2200.0,2003-04-30,132,2
32105.0,for_sale,393000.0,3.0,2.0,0.2,268866.0,Auburn,Massachusetts,1501.0,1201.0,2007-08-24,118,2
33551.0,for_sale,329900.0,2.0,2.0,0.09,1034547.0,Worcester,Massachusetts,1604.0,768.0,2020-01-16,125,2
22663.0,for_sale,650000.0,10.0,4.0,0.11,1212967.0,Worcester,Massachusetts,1604.0,3290.0,2006-05-25,125,2
81894.0,for_sale,995000.0,5.0,3.0,0.49,1312211.0,Shrewsbury,Massachusetts,1545.0,2858.0,2004-07-02,134,2
27552.0,for_sale,350000.0,4.0,2.0,0.1,199227.0,Worcester,Massachusetts,1607.0,1450.0,2008-02-29,125,2
53570.0,for_sale,169900.0,3.0,1.0,0.29,1645977.0,Gardner,Massachusetts,1440.0,1344.0,2003-09-02,124,2
81928.0,for_sale,395000.0,3.0,2.0,1.5,1298318.0,Paxton,Massachusetts,1612.0,1549.0,2002-05-28,135,2
89565.0,for_sale,799000.0,4.0,4.0,6.2,614359.0,Princeton,Massachusetts,1541.0,3408.0,2005-06-03,136,2
30188.0,for_sale,650000.0,4.0,4.0,1.34,1286822.0,Leicester,Massachusetts,1524.0,3524.0,2001-10-11,133,2
71361.0,for_sale,329900.0,2.0,1.0,0.29,1446553.0,Rutland,Massachusetts,1543.0,1116.0,1998-07-29,122,2
16829.0,for_sale,289900.0,2.0,1.0,0.23,17679.0,Sutton,Massachusetts,1590.0,960.0,2002-10-15,129,2
99352.0,for_sale,299900.0,2.0,1.0,0.11,1309815.0,Worcester,Massachusetts,1606.0,932.0,2004-08-16,125,2
22799.0,for_sale,425000.0,3.0,3.0,0.27,1136982.0,Worcester,Massachusetts,1606.0,2138.0,2009-05-01,125,2
30188.0,for_sale,429999.0,3.0,2.0,0.48,1831470.0,Worcester,Massachusetts,1603.0,1208.0,2002-11-01,125,2
63451.0,for_sale,419900.0,4.0,2.0,0.22,1652996.0,Worcester,Massachusetts,1602.0,1568.0,2004-03-26,125,2
33551.0,for_sale,439900.0,4.0,2.0,0.22,478556.0,Auburn,Massachusetts,1501.0,2051.0,2008-02-28,118,2
84533.0,for_sale,550000.0,9.0,3.0,0.09,1563946.0,Worcester,Massachusetts,1604.0,4353.0,2014-12-16,125,2
78217.0,for_sale,354900.0,4.0,2.0,0.13,1762083.0,Worcester,Massachusetts,1606.0,1480.0,2000-05-25,125,2
78217.0,for_sale,539000.0,5.0,4.0,0.17,1548233.0,Worcester,Massachusetts,1604.0,2724.0,2001-02-23,125,2
98109.0,for_sale,520000.0,6.0,4.0,0.1,388371.0,Worcester,Massachusetts,1610.0,2856.0,2004-12-06,125,2
97689.0,for_sale,700000.0,7.0,4.0,0.28,1088338.0,Auburn,Massachusetts,1501.0,2760.0,1986-01-29,118,2
106663.0,for_sale,445900.0,4.0,2.0,0.19,1427648.0,Worcester,Massachusetts,1606.0,1655.0,2000-05-19,125,2
77109.0,for_sale,499900.0,6.0,3.0,0.56,598128.0,Worcester,Massachusetts,1602.0,1734.0,2000-01-07,125,2
73129.0,for_sale,335000.0,2.0,2.0,0.22,602814.0,Worcester,Massachusetts,1602.0,1092.0,1985-10-30,125,2
10732.0,for_sale,425000.0,3.0,2.0,0.38,917325.0,Rutland,Massachusetts,1543.0,2050.0,1987-12-11,122,2
32852.0,for_sale,290000.0,3.0,1.0,0.2,1510824.0,Charlton,Massachusetts,1507.0,1127.0,2003-12-22,126,2
31988.0,for_sale,265000.0,1.0,1.0,0.26,822611.0,Leicester,Massachusetts,1524.0,840.0,2001-09-26,133,2
78217.0,for_sale,312000.0,3.0,2.0,0.4,532152.0,Gardner,Massachusetts,1440.0,1274.0,1997-09-03,124,2
81894.0,for_sale,389900.0,4.0,3.0,0.34,330688.0,Worcester,Massachusetts,1602.0,2250.0,2000-08-11,125,2
48468.0,for_sale,475000.0,3.0,3.0,0.46,1563906.0,Paxton,Massachusetts,1612.0,1823.0,2009-07-27,135,2
78217.0,for_sale,565000.0,3.0,3.0,0.97,562798.0,Charlton,Massachusetts,1507.0,2592.0,1993-04-15,126,2
30189.0,for_sale,449900.0,3.0,2.0,0.17,1137103.0,Worcester,Massachusetts,1605.0,2121.0,2005-09-01,125,2
5655.0,for_sale,375000.0,3.0,2.0,0.11,531877.0,Worcester,Massachusetts,1603.0,1658.0,2001-06-29,125,2
45186.0,for_sale,330000.0,3.0,2.0,0.23,1071441.0,Templeton,Massachusetts,1468.0,1472.0,2012-07-27,112,2
